"","TempAvg","TempMax","TempMin","HumidAvg","HumidMax","WindAvg","WindMax","Rain","Radiation","ET"
"2004-01-01",4.044,10.71,-1.969,88.3,95.9,0.746,3.528,0,5.49,0.535268783569336
"2004-01-02",5.777,11.52,1.247,83.3,98.5,1.078,6.88,0,6.537,0.771049916744232
"2004-01-03",5.85,13.32,0.377,75,94.4,0.979,6.576,0,8.81,0.836122930049896
"2004-01-04",4.408,15.59,-2.576,82,97,0.633,3.704,0,9.79,0.686138093471527
"2004-01-05",3.081,14.58,-2.974,83.2,97,0.389,2.244,0,10.3,0.515242218971252
"2004-01-06",2.304,11.83,-3.379,84.5,96.5,0.436,2.136,0,9.94,0.488663107156754
"2004-01-07",2.08,11.5,-3.109,87,96.6,0.449,3.949,0,7.41,0.514021456241608
"2004-01-08",6.405,13.38,-1.301,88.6,97.4,1.188,6.821,0,4.63,0.719024837017059
"2004-01-09",12.06,15.33,9.83,86.8,94.5,2.737,7.75,0,4.995,1.06499481201172
"2004-01-10",10.85,16.59,5.676,84.9,95.6,1.643,4.537,0,8.93,1.05781090259552
"2004-01-11",7.59,9.23,4.806,95.4,97.5,0.385,2.195,0,2.098,0.478765100240707
"2004-01-12",7.41,10.24,5.2,93.1,97.1,0.787,3.097,0,4.326,0.573654472827911
"2004-01-13",8.35,11.38,4.137,91.3,96.2,1.527,6.203,0.4,2.66,0.728693306446075
"2004-01-14",8.74,13.32,2.857,86.9,96.6,2.172,9.23,0,3.921,0.924631357192993
"2004-01-15",4.975,10.77,1.382,90,98.9,0.526,2.46,0,6.235,0.603973925113678
"2004-01-16",5.181,12.91,-1.499,84.7,98.3,1.202,5.802,0.2,10.03,0.838891804218292
"2004-01-17",6.233,13.85,-1.032,85.3,97.8,2.222,8.08,0,9.79,1.15392935276031
"2004-01-18",6.125,10.03,-0.095,54.93,74,2.653,8.61,0,10.32,1.56585764884949
"2004-01-19",3.758,12.37,-3.716,52.63,83.1,1.016,6.125,0,11.13,1.16730511188507
"2004-01-20",1.466,11.84,-5.194,71.6,93.2,0.593,3.793,0,10.1,0.792518973350525
"2004-01-21",2.374,14.24,-5.458,74.6,94.1,0.396,2.313,0,10.58,0.702688694000244
"2004-01-22",2.97,13.99,-4.391,79.3,95.9,0.474,2.724,0,11.07,0.740657448768616
"2004-01-23",6.112,17.27,-2.104,77.9,94.9,0.999,4.684,0,9.87,1.15922713279724
"2004-01-24",9.3,19.67,1.988,78.9,97,0.568,2.911,0,10.71,1.00656247138977
"2004-01-25",6.626,13.38,-0.56,87.1,97.6,1.469,6.644,0,8.1,0.955570340156555
"2004-01-26",11.67,13.58,9.29,81.6,90,4.186,NA,0,2.782,1.39923143386841
"2004-01-27",12.45,16.59,10.3,79.2,95.4,4.598,NA,0.8,9.29,2.10297298431396
"2004-01-28",6.746,11.97,-1.769,59.96,86.9,0.959,6.978,0,12.31,1.12152493000031
"2004-01-29",1.887,11.16,-4.992,71.4,93.1,0.494,2.852,0,11.77,0.807567656040192
"2004-01-30",4.702,10.98,-0.225,75.4,95.3,0.696,3.548,2.6,4.43,0.842490136623383
"2004-01-31",7.46,10.71,4.332,94,96.5,0.302,2.969,4.8,2.614,0.549484193325043
"2004-02-01",10.68,15.06,8.09,91.6,97,0.341,2.303,0.4,4.579,0.727693140506744
"2004-02-02",10.66,18.06,6.615,87.3,96.8,0.472,2.421,0,9.38,1.01409900188446
"2004-02-03",9.19,19.27,2.048,83.7,97.8,0.487,2.078,0.2,12.05,1.12851619720459
"2004-02-04",9.86,20.93,2.791,80.8,97.3,0.496,2.293,0,12.75,1.23178899288177
"2004-02-05",10.01,21.15,1.853,78.9,97.1,0.539,2.528,0,12.94,1.2942373752594
"2004-02-06",8.65,20.34,0.445,76.8,96.5,0.612,3.577,0,13.32,1.36339294910431
"2004-02-07",7.44,18.19,0.243,82.1,97,0.423,1.891,0,10.86,1.07193851470947
"2004-02-08",7.99,17.32,1.449,81.1,96.8,0.549,3.214,0,11.28,1.16460037231445
"2004-02-09",6.27,13.92,0.714,85.4,97.2,0.773,3.989,0.2,6.547,0.971039533615112
"2004-02-10",5.879,17.13,-1.706,70.3,98.3,1.278,6.635,0,12.84,1.87668895721436
"2004-02-11",4.975,17.32,-4.387,58.5,87.6,0.542,2.617,0,14.81,1.3384428024292
"2004-02-12",4.846,17.45,-4.587,62.63,90.3,0.57,3.312,0,14.53,1.36225044727325
"2004-02-13",5.927,18.73,-3.311,63.97,90,0.551,2.656,0,14.37,1.41669130325317
"2004-02-14",6.401,17.06,-2.171,67.95,90.8,0.666,3.234,0,12.79,1.39712250232697
"2004-02-15",5.53,14.31,-2.104,83.1,96.2,1.093,4.831,0,13.35,1.3102616071701
"2004-02-16",6.985,11.31,1.05,82.3,97,0.762,2.979,0,6.592,0.956605136394501
"2004-02-17",3.455,13.44,-4.593,73.3,97.4,0.486,5.263,0.2,14.66,1.23199248313904
"2004-02-18",3.954,12.04,-3.918,64.24,88.8,0.687,3.557,0,8.18,1.14985322952271
"2004-02-19",5.24,12.9,-2.24,49.94,81.8,0.998,4.547,0,15.78,1.6783447265625
"2004-02-20",4.808,9.78,-2.374,72.1,94.5,1.597,8.3,4.2,2.562,0.975316524505615
"2004-02-21",6.705,11.65,1.921,89.5,96.3,1.702,7.69,14.4,3.86,0.902444064617157
"2004-02-22",4.886,11.17,-1.43,80.7,97.3,1.253,7.05,1.4,10.57,1.31062746047974
"2004-02-23",5.857,10.49,0.579,80,96.9,0.432,3.205,0,10.25,1.10523521900177
"2004-02-24",5.442,7.63,4.467,94.5,96.6,0.766,3.665,25.4,1.694,0.572346806526184
"2004-02-25",8.4,14.46,4.931,87.8,97,0.721,6.635,5.2,6.713,1.14767718315125
"2004-02-26",5.914,8.02,-0.223,82.6,96.8,0.678,4.096,0.6,4.731,0.867881119251251
"2004-02-27",2.474,7.76,-1.099,76,94.5,3.017,NA,1,9.22,1.68078207969666
"2004-02-28",3.625,9.7,-2.036,69.64,88.7,3.345,9.32,0,15.22,1.95304906368256
"2004-02-29",5.247,10.77,0.442,69.85,93.4,1.954,7.8,0,13.12,1.88282179832458
"2004-03-01",2.802,9.22,-2.637,59.96,92.5,0.772,4.91,0,17.05,1.55936813354492
"2004-03-02",1.818,11.5,-6.065,56.36,84.8,0.872,5.331,0,18.05,1.7483617067337
"2004-03-03",3.197,13.45,-4.789,62.12,90.9,1.086,6.684,0,15.15,1.90950167179108
"2004-03-04",6.734,16.93,-2.104,63.74,88.3,1.012,4.341,0,14.37,2.02574491500854
"2004-03-05",8.9,17.68,1.181,64.55,92.1,0.767,3.979,0,9.44,1.69022870063782
"2004-03-06",11.88,17.6,6.951,75,93.2,2.412,8.09,0.2,11.01,2.23534393310547
"2004-03-07",8.97,17.11,1.651,62.02,85.4,0.773,4.508,0,19.01,2.20191407203674
"2004-03-08",8.32,17.94,-0.021,75.9,94.2,0.943,5.292,0,15.46,2.04193115234375
"2004-03-09",10.29,18.26,1.584,73.3,96.2,1.044,4.087,0,16.59,2.26247453689575
"2004-03-10",12.21,17.54,8.89,73.3,89.6,2.248,8.2,2,13.29,2.63926577568054
"2004-03-11",11.07,16.8,7.35,75.6,93.4,2.52,7.48,0.2,15.49,2.54822826385498
"2004-03-12",10.67,16.41,7.55,82.3,94.7,2.091,NA,9.8,4.919,1.59365522861481
"2004-03-13",8.53,13.92,5.141,88.1,95.9,0.719,6.605,6,6.178,1.16867816448212
"2004-03-14",8.96,17.46,3.257,84.1,98.1,0.511,3.107,0,16.22,1.96193909645081
"2004-03-15",11.64,21.94,2.722,74,96.2,0.843,5.498,0.2,17.93,2.61507797241211
"2004-03-16",10.96,16.33,4.603,77,96.7,0.884,4.175,0,12.75,1.90800666809082
"2004-03-17",11.59,16.53,6.682,75.3,91.5,0.759,3.851,0,10.17,1.69770038127899
"2004-03-18",11.09,19.87,3.598,78.3,96.6,0.79,5.008,0,16.72,2.31987333297729
"2004-03-19",12.51,21.95,3.733,67.84,96.6,0.717,4.567,0,19.78,2.75019502639771
"2004-03-20",12.93,23.08,3.598,64.19,94.1,0.739,4.214,0,20.39,2.89373254776001
"2004-03-21",13.54,24.96,5.013,63.2,91.3,1.645,7.53,0,19.66,3.77898335456848
"2004-03-22",9.78,16.12,4.34,51.65,87.9,1.526,7.66,0,21.92,3.07578468322754
"2004-03-23",8.5,15.52,-0.29,50.1,83.3,1.533,6.027,0,20.62,2.88141942024231
"2004-03-24",8.01,10.3,5.807,74.7,91,0.927,3.459,3.8,5.996,1.27207589149475
"2004-03-25",7.47,14.58,1.584,49.66,76.6,1.138,5.939,0,22.44,2.84960317611694
"2004-03-26",3.765,6.151,1.052,79.8,94.8,1.143,4.694,8.6,3.563,0.924472451210022
"2004-03-27",5.126,7.82,2.79,86,94.1,1.107,4.792,4.6,4.311,0.894404590129852
"2004-03-28",4.758,7.89,1.984,93.8,96.3,1.316,4.488,23.6,2.786,0.665592074394226
"2004-03-29",7.62,10.37,5.41,90,95,1.031,4.488,21,5.296,1.00064313411713
"2004-03-30",8.5,10.1,7.29,91.2,95.7,1.855,7.25,20.4,3.672,0.870045959949493
"2004-03-31",9.46,13.99,6.009,76.6,87.8,2.164,7.46,0.2,11.76,2.11822605133057
"2004-04-01",9.01,11.92,7.29,78.5,91,2.221,8.66,6.6,6.465,1.47800028324127
"2004-04-02",8.18,12.44,5.207,79.1,93.6,2.724,9.45,6,15.1,2.26643323898315
"2004-04-03",9.33,17,2.193,78.2,96.1,0.705,4.175,0,19.87,2.56494355201721
"2004-04-04",11.74,20.34,3.733,75.6,95.9,0.547,2.999,0,20.87,2.8458788394928
"2004-04-05",13.2,22.68,4.946,72.9,95.8,0.604,3.361,0.2,20.26,3.01858496665955
"2004-04-06",14.49,24.76,4.608,68.1,95.1,1.11,5.733,0,24.22,3.90583300590515
"2004-04-07",14.42,23.29,4.744,61.88,95.4,0.793,5.39,0,23.35,3.53081083297729
"2004-04-08",12.17,19.22,6.151,63.92,89.7,1.183,5.753,0,15.18,2.65235924720764
"2004-04-09",8.83,15.52,2.056,47.5,70.8,1.547,6.125,0,25.45,3.56645178794861
"2004-04-10",7.04,13.85,-0.155,54.45,85.8,1.448,6.958,0,21.07,2.94323945045471
"2004-04-11",7.5,15.19,-1.699,54.98,91,1.126,7.59,0,20.99,2.90547895431519
"2004-04-12",8.64,16.26,0.114,58.54,89.7,1.045,5.537,0,17.43,2.64489197731018
"2004-04-13",9.42,17.47,0.115,55.2,90.7,0.97,5.272,0,25.76,3.38662576675415
"2004-04-14",10.72,18.46,2.13,53.23,83.7,0.958,3.949,0,25.78,3.531085729599
"2004-04-15",11.76,20.07,4.003,59.61,92.3,1.563,7.28,3,21.99,3.63587808609009
"2004-04-16",12.84,18.68,8.83,76.3,94.8,1.811,7.1,6.8,11.92,2.46895694732666
"2004-04-17",9.9,15.53,5.343,73.1,91.2,2.32,7.16,0,12.12,2.44932246208191
"2004-04-18",9.97,14.53,5.338,71.3,83.6,3.753,NA,0.2,11.21,2.73143649101257
"2004-04-19",9.95,16.33,3.198,59.97,83.3,3.056,9.12,0,19.84,3.5744411945343
"2004-04-20",11.49,17.87,5.818,73.4,93.6,2.212,7.2,0,16.53,2.83447289466858
"2004-04-21",13.56,23.55,3.4,68.81,96,1.374,6.87,0,23.59,3.92633628845215
"2004-04-22",12.49,18.14,7.29,59.15,91.5,2.733,7.12,1,24.15,4.18250846862793
"2004-04-23",12.43,22.15,1.523,58.63,92.8,0.896,4.88,0,27.26,3.99109768867493
"2004-04-24",14.96,25.43,4.407,55.77,92.5,0.642,3.744,0,27.78,4.19857358932495
"2004-04-25",16.57,27.83,5.687,53.41,87.5,0.856,4.498,0,27.72,4.6346263885498
"2004-04-26",18.03,28.17,7.63,51.89,83.7,0.806,4.028,0,27.53,4.66335344314575
"2004-04-27",18.49,27.78,9.38,52.67,81.4,1.011,4.812,0.2,23.06,4.40036630630493
"2004-04-28",13.86,19.94,8.89,71.5,90.9,1.18,6.605,7.8,11.15,2.37451314926147
"2004-04-29",12.91,18.28,9.63,73.9,94.7,1.412,5.939,7.8,19.24,3.33537268638611
"2004-04-30",11.13,16.26,7.15,55.74,81.9,1.886,7.37,0.2,22.55,3.72675371170044
"2004-05-01",9.89,13.18,7.69,79.6,87.1,1.3,6.87,5.4,8.75,1.73470997810364
"2004-05-02",10.25,14.93,6.48,85.3,95,0.963,5.106,18.2,11.61,1.99481618404388
"2004-05-03",10.99,15.13,8.36,78.2,95.1,1.193,5.694,16,9.41,1.84242784976959
"2004-05-04",12.64,18.95,4.205,63.67,94.1,1.963,7.4,0,24.65,3.90208458900452
"2004-05-05",11.88,15.33,9.43,75.2,87.1,5.361,NA,3,13.93,2.84780097007751
"2004-05-06",11.65,17.27,6.615,58.35,86.7,2.745,NA,0.6,22.96,3.90482139587402
"2004-05-07",11.15,15.94,3.868,56.64,91.6,1.72,5.429,0,19.19,3.21310877799988
"2004-05-08",11.35,18.67,3.066,53.12,91.8,0.775,4.929,0,30.12,4.12568712234497
"2004-05-09",11.97,19.06,4.677,67.42,90.8,1.488,8.1,0.8,23.61,3.87569451332092
"2004-05-10",12.29,18.53,9.02,80.6,95.6,0.808,5.831,13,17.22,2.83022618293762
"2004-05-11",11.47,13.38,10.17,88.8,94.5,0.846,4.332,11.2,5.495,1.23848271369934
"2004-05-12",12.7,17.67,9.91,81.7,94.2,0.781,5.449,10.2,11.26,2.13994836807251
"2004-05-13",14.6,21.55,8.1,66.59,95.2,0.925,5.4,0,25.75,4.13173294067383
"2004-05-14",14.39,21.28,6.092,60.27,93,0.863,4.655,0,27.61,4.25427770614624
"2004-05-15",15.61,23.56,8.57,62.26,91.2,0.933,5.174,0,25.16,4.27818775177002
"2004-05-16",17.02,24.9,9.04,56.06,84.6,0.743,7.74,0,29.45,4.78000736236572
"2004-05-17",18.03,27.11,8.84,57.13,89,0.751,4.753,0,25.59,4.51403141021729
"2004-05-18",18.78,25.43,9.31,48.03,86.7,0.972,5.361,0,29.84,5.10887145996094
"2004-05-19",18.78,26.51,9.64,43.73,74.8,1,5.586,0,30.07,5.26168251037598
"2004-05-20",18.55,26.71,8.84,45.55,76.3,0.877,5.076,0,29.58,5.10459327697754
"2004-05-21",15.71,23.03,11.52,66.15,94.7,0.876,6.252,10.8,12.77,2.71793460845947
"2004-05-22",16.4,23.35,12.12,80.2,95.6,0.716,4.096,2.6,21.3,3.68650674819946
"2004-05-23",15.16,23.1,10.24,83.6,95.4,0.75,7.6,17.2,14.78,2.80716872215271
"2004-05-24",15.03,22.09,12.46,84.7,93.8,0.591,4.635,7,11.11,2.23145961761475
"2004-05-25",15.44,20.36,11.52,84,95.5,0.712,4.91,0.6,12.83,2.41639447212219
"2004-05-26",16.8,22.89,12.93,77.9,94.7,0.726,4.371,0,18.49,3.36463522911072
"2004-05-27",17.71,25.3,10.71,74.3,96,0.553,4.038,0.2,24.32,4.15000534057617
"2004-05-28",18.87,26.84,11.04,69.87,95.8,0.649,3.812,0.2,25.9,4.54290771484375
"2004-05-29",19.77,28.39,10.52,65.93,94.8,0.653,4.253,0,28.32,4.97894287109375
"2004-05-30",21.11,28.98,12.19,63.88,95.2,0.879,5.429,0,27.93,5.20403671264648
"2004-05-31",21.96,30.58,12.66,63.12,94.5,0.471,3.077,0,29.67,5.25025129318237
"2004-06-01",23,32.73,13.87,60.56,91.3,0.511,2.989,0,29.62,5.43002223968506
"2004-06-02",24.02,33.33,14.74,53.11,86.1,0.594,2.832,0,26.71,5.22552633285522
"2004-06-03",22.37,32.39,11.12,40.17,72.3,0.572,3.205,0,30.6,5.44737482070923
"2004-06-04",21.73,32.34,10.92,44.94,80.6,0.599,3.273,0,30.78,5.53416013717651
"2004-06-05",23.68,35,12.66,49.31,83.1,0.665,4.067,0,30.25,5.79487276077271
"2004-06-06",24.22,35.54,14.01,50.88,86.9,0.933,8.17,3.8,26.97,5.83148717880249
"2004-06-07",22.43,30.52,15.32,65.95,94.9,0.818,5.057,12,23.77,4.80667400360107
"2004-06-08",24.15,32.66,15.47,48.29,85.8,0.794,4.802,0,29.23,5.76137590408325
"2004-06-09",24.68,32.79,15.2,44.67,74.4,0.801,5.076,0,28.76,5.72110033035278
"2004-06-10",25.15,34.14,16.28,47.33,78.5,0.678,3.185,0,28.78,5.72460031509399
"2004-06-11",25.64,36.08,16.28,46.38,77.9,0.54,3.146,0,26.99,5.41580724716187
"2004-06-12",24.43,35.81,16.48,55.51,84.2,0.812,7.98,4.2,24.41,5.41626214981079
"2004-06-13",23.16,31.6,15.14,52.04,93.8,0.794,4.949,0,29.46,5.69056034088135
"2004-06-14",20.33,29.06,12.26,40.74,68.82,1.155,5.233,0,30.67,5.92630577087402
"2004-06-15",19.3,28.79,9.71,51.29,89.1,0.651,3.989,0,28.35,5.01104164123535
"2004-06-16",21.71,30.92,11.4,48.54,82.2,0.644,5.704,0,29.43,5.37547779083252
"2004-06-17",23.06,33.67,11.06,49.49,90.1,0.548,3.508,0,30.18,5.53867626190186
"2004-06-18",24.78,36.34,11.99,40.4,84,1.033,6.125,0,28.97,6.28789281845093
"2004-06-19",22.24,28.58,16.75,44.89,65.84,2.169,7.5,0,28.96,6.65895080566406
"2004-06-20",21.4,28.38,13.6,44.55,78.4,0.865,4.773,0,25.56,4.98733282089233
"2004-06-21",21.18,31.06,9.71,50.07,88.7,1.11,8.17,0,28.76,5.71813726425171
"2004-06-22",23.95,34.21,13.33,44.93,82.7,1.146,6.213,0,25.45,5.7783579826355
"2004-06-23",25.04,32.8,16.21,49.39,75.9,1.938,6.821,0,29.16,6.84985828399658
"2004-06-24",26.16,35.01,16.21,51.26,86.3,0.91,4.292,0,27.53,5.89293432235718
"2004-06-25",26.42,37.21,15.61,51.79,90.6,0.739,4.988,0,27.19,5.80452537536621
"2004-06-26",27.83,39.76,16.48,48.87,89.6,0.571,3.342,0,29.34,6.01961135864258
"2004-06-27",29.21,41.51,15.55,42.67,86.5,0.633,3.459,0,29.47,6.25666236877441
"2004-06-28",29.89,41.84,19.16,35.84,71.7,0.637,4.655,0,28.26,6.160719871521
"2004-06-29",29.01,41.91,16.61,40.42,79.6,0.79,6.203,0,29.49,6.52372074127197
"2004-06-30",28.11,39.62,15.76,37.14,86.9,1.167,7.06,0,30,7.01346969604492
"2004-07-01",26.37,39.23,13.67,39.67,81.5,0.755,5.106,0,29.53,6.17355394363403
"2004-07-02",25.95,38.21,13.2,44.14,86.9,0.63,3.41,0,29.33,5.84639167785645
"2004-07-03",26.43,37.55,17.29,51.46,87.2,0.775,4.822,0,29.17,6.14885854721069
"2004-07-04",27.35,38.28,17.15,46.28,84.1,0.759,4.498,0,28.89,6.15014982223511
"2004-07-05",27.93,40.5,16.28,40.01,82.7,0.712,3.361,0,27.34,5.99703025817871
"2004-07-06",24.08,33.82,18.29,57.78,83.9,1.283,7.38,3.2,15.91,4.59420871734619
"2004-07-07",19.57,26.85,11.92,41.94,75.4,2.38,7.59,0,30.06,6.49803876876831
"2004-07-08",17.48,25.37,8.52,46.84,82.9,1.206,7.09,0,30.1,5.33698892593384
"2004-07-09",19.25,31.39,7.37,49.31,90.1,0.646,4.096,0,29.84,5.24392223358154
"2004-07-10",21.41,32.74,9.31,47.88,85.7,0.801,4.175,0,26.08,5.18507051467896
"2004-07-11",22.84,33.27,11.67,46.38,87.2,0.689,3.538,0,27.01,5.2533392906189
"2004-07-12",21.45,29.98,12.81,42.37,77.1,0.726,3.753,0,29.13,5.31776905059814
"2004-07-13",21.6,32.33,12.13,41.54,73.6,0.578,2.813,0,29.62,5.27058744430542
"2004-07-14",23.8,33.53,11.39,43.5,83.3,0.593,4.763,0,29.08,5.41182231903076
"2004-07-15",26.34,37.48,15.88,46.81,81.1,0.695,3.91,0,28.58,5.84122323989868
"2004-07-16",27.04,39.15,18.09,44.07,82.1,0.895,5.047,0.8,24.98,5.89252948760986
"2004-07-17",26.46,36.41,17.42,50.24,78.9,0.74,4.243,0,25.65,5.49911499023438
"2004-07-18",25.72,36.21,15.6,40.92,84,0.887,5.998,0,27.38,5.8539924621582
"2004-07-19",24.09,36.68,12.39,44.04,86.6,0.974,5.557,0,23.93,5.55278396606445
"2004-07-20",24.34,35.87,12.46,48.31,89.1,0.71,4.567,0,28.49,5.61627769470215
"2004-07-21",25.65,39.36,13.4,49.17,88.2,0.628,4.381,0,27.57,5.66333293914795
"2004-07-22",26.8,39.49,13.33,45.99,90.6,0.949,5.831,0,27.84,6.23126125335693
"2004-07-23",28.46,40.97,18.29,44.57,80.6,0.558,4.165,0,22.8,5.10763216018677
"2004-07-24",28.23,41.76,17.76,47.96,84.7,0.609,9.03,0,22.82,5.24477291107178
"2004-07-25",27.43,40.16,16.48,41.91,84.3,0.804,5.292,0,26.34,5.8919529914856
"2004-07-26",25.83,37.02,15.61,39.19,80.5,0.587,3.998,0,27.58,5.42403936386108
"2004-07-27",25.16,38.15,13.2,49.6,88.4,0.538,4.341,0,26.45,5.21393251419067
"2004-07-28",26.43,39.42,13.74,42.15,84,1.036,5.38,0,25.6,6.07128620147705
"2004-07-29",25.46,35.4,14.14,41.38,80.7,0.628,3.597,0,25.97,5.11630535125732
"2004-07-30",27.67,38.75,16.75,43.72,84.7,0.68,3.597,0,25.54,5.44013357162476
"2004-07-31",29.52,40.23,18.63,38.36,79.9,0.805,4.733,0,25.2,5.73977756500244
"2004-08-01",28.06,39.42,18.28,43.06,83.9,0.731,6.566,0,22.69,5.23057174682617
"2004-08-02",28.22,38.35,19.56,37.97,76,1.192,5.792,0,24.88,6.17001533508301
"2004-08-03",24.96,33.06,16.34,42.23,71.7,1.584,6.713,0,23.05,5.73805904388428
"2004-08-04",24.24,33.19,15.29,50.25,81.3,1.024,4.449,0,26.33,5.4778094291687
"2004-08-05",23.63,35.13,13.54,53.55,88.1,0.553,3.695,0,26.87,5.03568267822266
"2004-08-06",25.81,38.01,14.75,48.05,81.1,0.682,3.832,0,24.78,5.18645524978638
"2004-08-07",28.06,37.82,19.08,39.09,72.9,0.841,3.871,0,23.24,5.31073713302612
"2004-08-08",27.11,35,18.49,49.24,87.6,1.471,6.537,0,23.18,5.75431251525879
"2004-08-09",19.4,26.18,14.73,77.7,94.3,1.22,5.517,15,8.58,2.46893262863159
"2004-08-10",19.63,27.44,13.6,70.4,94.9,1.14,5.958,0,22.15,4.36241436004639
"2004-08-11",21.64,30.91,11.45,59.83,93.6,1.191,5.468,0,26.4,5.2154541015625
"2004-08-12",22.45,30.39,14.28,57.33,87.6,1.858,6.86,0,23.65,5.52961111068726
"2004-08-13",21.97,33.92,11.06,55.91,92.8,0.614,3.685,0,26.59,4.83227682113647
"2004-08-14",24.23,37.08,12.79,54.57,85.3,0.508,3.371,0,26.44,4.88880729675293
"2004-08-15",25.66,38.28,14.75,51.92,90.7,0.788,4.508,0,26.13,5.45017290115356
"2004-08-16",25.01,34.06,14.87,48.62,82.7,1.763,6.321,0,25.62,6.06661939620972
"2004-08-17",21.89,27.32,0,64.49,89.8,1.62,6.87,0,9.23,3.79153275489807
"2004-08-18",22.03,30.86,12.86,62.49,94.2,1.622,8.18,0,25.18,5.37277507781982
"2004-08-19",19.71,26.98,12.79,71,93.5,1.576,7.15,2.8,16.76,3.95375490188599
"2004-08-20",19.34,28.39,10.66,55.92,94.5,0.865,6.164,0,25.9,4.53917169570923
"2004-08-21",19.41,30.59,8.77,54,91.1,0.568,3.342,0,25.73,4.29271697998047
"2004-08-22",22.51,32.81,13.8,60.08,85.9,0.576,2.705,0,17.65,3.64720463752747
"2004-08-23",27.04,37.75,17.62,49.06,84.1,0.97,4.743,0,19.53,4.82401609420776
"2004-08-24",26.28,38.21,15.74,48.29,90.1,1.032,6.537,0,23.44,5.40304613113403
"2004-08-25",24.13,37.74,13.13,47.52,87,1.064,6.752,0,23.79,5.44503593444824
"2004-08-26",22.19,36.28,10.05,52.17,86.7,0.437,2.94,0,24.85,4.21396207809448
"2004-08-27",23,36.14,12.32,50.82,82.9,0.708,4.018,0,24.65,4.7211742401123
"2004-08-28",23.77,36.81,12.05,43.21,87.9,0.781,4.175,0,23.72,4.78678131103516
"2004-08-29",23.26,35.67,13.6,55.9,88.2,0.64,4.185,0,24.05,4.51884984970093
"2004-08-30",23.54,36.28,12.26,54.39,87.3,0.665,3.724,0,23.7,4.54099941253662
"2004-08-31",22.47,34.4,12.19,49.68,89.6,0.788,5.018,0,24.21,4.5983304977417
"2004-09-01",22.18,33.66,11.26,49.76,83.5,0.713,4.782,0,22.96,4.29266881942749
"2004-09-02",22.25,30.59,14.01,48.89,79.1,0.762,4.488,0,17.98,3.67088198661804
"2004-09-03",18.2,23.37,14.8,81.5,94,0.505,4.586,2.4,5.632,1.59951555728912
"2004-09-04",23.92,33.28,14.66,65.45,94,1.495,7.53,0.2,14.71,4.11849498748779
"2004-09-05",25.26,33.86,14.95,53.25,90.1,0.885,4.969,0,18.44,4.03534126281738
"2004-09-06",21.01,32.66,11.06,54.86,91.5,0.533,4.028,0,21.7,3.75528383255005
"2004-09-07",23.87,33.33,12.32,54.46,89.8,1.392,6.39,0,21.87,4.93836355209351
"2004-09-08",26.15,32.86,21.31,57.56,77.7,2.081,7.17,0,19.71,5.29387903213501
"2004-09-09",25.96,34.27,19.15,55.36,80.6,1.176,5.116,0,18.27,4.39796304702759
"2004-09-10",23.76,35.34,14.34,57.67,91.3,0.555,4.488,0,20.55,3.84516358375549
"2004-09-11",22.88,34.19,12.39,51.59,89.3,0.565,3.646,0,18.74,3.54756593704224
"2004-09-12",21.63,34.66,11.52,51.05,89,0.642,4.577,0,21.1,3.8684093952179
"2004-09-13",21.03,33.59,9.65,47.39,85.3,0.906,5.478,0,21.11,4.15635013580322
"2004-09-14",19.31,29.78,9.58,49.66,85.5,1.031,6.007,0,18.36,3.72595715522766
"2004-09-15",19,26.51,13.13,49.36,76.7,1.003,4.479,0,20.8,3.68602991104126
"2004-09-16",17.37,28.72,10.05,53.01,80.2,0.542,3.146,0,21.01,3.23687028884888
"2004-09-17",18.42,32.61,6.429,48.86,83.4,0.56,3.724,0,20.95,3.40435719490051
"2004-09-18",19.94,35.08,8.7,48.31,77.7,0.656,4.243,0,19.51,3.63281011581421
"2004-09-19",20.81,34.8,9.11,45.21,80.1,0.657,4.234,0,20.41,3.6491367816925
"2004-09-20",21.12,34.8,10.93,54.3,83.1,0.605,3.577,0,19.73,3.529869556427
"2004-09-21",21.66,35.4,10.66,51.73,82,0.527,3.44,0,19.69,3.38391590118408
"2004-09-22",20.8,34.46,10.12,46.35,81.3,0.558,2.734,0,19.89,3.33471703529358
"2004-09-23",20.46,34.8,8.37,42.62,77.5,0.566,3.646,0,19.05,3.27763366699219
"2004-09-24",21.96,34.6,8.77,37.47,74.2,0.653,3.793,0,18.95,3.3651762008667
"2004-09-25",17.81,26.44,10.12,43.63,73.1,0.725,4.234,0,19.33,3.03079652786255
"2004-09-26",16.38,30.66,3.949,46.25,87,0.665,4.861,0,19.25,3.11503553390503
"2004-09-27",18.24,28.78,8.3,50.72,81.2,0.705,4.018,0,19.32,3.06996417045593
"2004-09-28",17.93,32.12,8.1,53.69,83.2,0.481,4.175,0,18.66,2.84967017173767
"2004-09-29",17.24,32.53,5.957,47.88,80.6,0.424,3.352,0,18.7,2.69055652618408
"2004-09-30",18.16,34.27,6.899,44.53,75.9,0.596,5.096,0,18.32,3.08064246177673
"2004-10-01",18.94,33.73,7.83,46.58,72.9,0.647,4.057,0,17.78,3.09772562980652
"2004-10-02",19.02,34.47,7.96,46.64,76.7,0.498,3.93,0,17.33,2.80634498596191
"2004-10-03",18.55,32.53,8.1,50.87,82.7,0.459,2.597,0,16.44,2.57559633255005
"2004-10-04",18.84,33.06,9.31,51.08,83.1,0.482,3.048,0,16.94,2.65651178359985
