"Index";"Radiación Difusa (DF)";"Radiación Directa (DT)";"Radiación Global (GL)"
2012-05-31 19:00:00;20;29;26
2012-05-31 20:00:00;0;0;0
2012-06-01 05:00:00;1;0;1
2012-06-01 06:00:00;15;0;15
2012-06-01 07:00:00;50;15;56
2012-06-01 08:00:00;87;65;124
2012-06-01 09:00:00;125;77;178
2012-06-01 10:00:00;98;3;101
2012-06-01 11:00:00;123;20;143
2012-06-01 12:00:00;182;116;302
2012-06-01 13:00:00;159;99;260
2012-06-01 14:00:00;76;0;77
2012-06-01 15:00:00;137;25;160
2012-06-01 16:00:00;95;9;103
2012-06-01 17:00:00;104;46;130
2012-06-01 18:00:00;59;30;69
2012-06-01 19:00:00;18;1;19
2012-06-01 20:00:00;0;0;0
2012-06-02 05:00:00;0;0;0
2012-06-02 06:00:00;4;0;4
2012-06-02 07:00:00;18;0;18
2012-06-02 08:00:00;40;0;40
2012-06-02 09:00:00;38;0;39
2012-06-02 10:00:00;76;0;77
2012-06-02 11:00:00;123;1;125
2012-06-02 12:00:00;229;27;257
2012-06-02 13:00:00;212;42;255
2012-06-02 14:00:00;155;153;305
2012-06-02 15:00:00;142;75;210
2012-06-02 16:00:00;120;76;178
2012-06-02 17:00:00;90;48;117
2012-06-02 18:00:00;55;31;66
2012-06-02 19:00:00;14;0;14
2012-06-02 20:00:00;1;0;1
2012-06-03 05:00:00;1;3;1
2012-06-03 06:00:00;17;4;18
2012-06-03 07:00:00;41;58;63
2012-06-03 08:00:00;53;207;164
2012-06-03 09:00:00;71;214;226
2012-06-03 10:00:00;109;182;269
2012-06-03 11:00:00;123;172;290
2012-06-03 12:00:00;147;127;277
2012-06-03 13:00:00;81;254;338
2012-06-03 14:00:00;61;296;350
2012-06-03 15:00:00;66;280;313
2012-06-03 16:00:00;59;225;224
2012-06-03 17:00:00;44;188;148
2012-06-03 18:00:00;32;220;105
2012-06-03 19:00:00;11;66;23
2012-06-03 20:00:00;0;1;0
2012-06-04 05:00:00;1;2;1
2012-06-04 06:00:00;15;91;28
2012-06-04 07:00:00;21;234;99
2012-06-04 08:00:00;23;285;177
2012-06-04 09:00:00;29;299;245
2012-06-04 10:00:00;35;306;301
2012-06-04 11:00:00;34;316;344
2012-06-04 12:00:00;31;324;367
2012-06-04 13:00:00;36;317;363
2012-06-04 14:00:00;31;319;345
2012-06-04 15:00:00;28;318;307
2012-06-04 16:00:00;25;306;249
2012-06-04 17:00:00;23;283;180
2012-06-04 18:00:00;19;241;105
2012-06-04 19:00:00;11;149;36
2012-06-04 20:00:00;1;9;1
2012-06-05 05:00:00;1;8;1
2012-06-05 06:00:00;11;144;36
2012-06-05 07:00:00;18;240;105
2012-06-05 08:00:00;23;284;181
2012-06-05 09:00:00;25;309;251
2012-06-05 10:00:00;26;323;310
2012-06-05 11:00:00;28;331;352
2012-06-05 12:00:00;28;335;374
2012-06-05 13:00:00;28;332;373
2012-06-05 14:00:00;28;328;350
2012-06-05 15:00:00;27;320;309
2012-06-05 16:00:00;25;306;252
2012-06-05 17:00:00;23;282;181
2012-06-05 18:00:00;19;239;105
2012-06-05 19:00:00;11;147;35
2012-06-05 20:00:00;1;9;1
2012-06-06 05:00:00;1;10;1
2012-06-06 06:00:00;11;147;35
2012-06-06 07:00:00;18;243;105
2012-06-06 08:00:00;22;284;180
2012-06-06 09:00:00;25;306;250
2012-06-06 10:00:00;27;317;306
2012-06-06 11:00:00;28;325;346
2012-06-06 12:00:00;31;324;367
2012-06-06 13:00:00;35;320;367
2012-06-06 14:00:00;37;313;345
2012-06-06 15:00:00;38;302;304
2012-06-06 16:00:00;38;281;246
2012-06-06 17:00:00;37;248;176
2012-06-06 18:00:00;32;190;101
2012-06-06 19:00:00;17;78;31
2012-06-06 20:00:00;1;1;1
2012-06-07 05:00:00;1;1;1
2012-06-07 06:00:00;19;66;31
2012-06-07 07:00:00;37;167;99
2012-06-07 08:00:00;58;172;158
2012-06-07 09:00:00;77;189;219
2012-06-07 10:00:00;83;206;269
2012-06-07 11:00:00;71;267;336
2012-06-07 12:00:00;95;248;354
2012-06-07 13:00:00;166;64;235
2012-06-07 14:00:00;141;139;276
2012-06-07 15:00:00;92;208;276
2012-06-07 16:00:00;78;162;200
2012-06-07 17:00:00;78;161;165
2012-06-07 18:00:00;29;204;99
2012-06-07 19:00:00;13;47;21
2012-06-07 20:00:00;0;0;0
2012-06-08 05:00:00;1;0;1
2012-06-08 06:00:00;15;75;29
2012-06-08 07:00:00;53;165;109
2012-06-08 08:00:00;37;183;146
2012-06-08 09:00:00;28;310;256
2012-06-08 10:00:00;47;300;310
2012-06-08 11:00:00;155;114;266
2012-06-08 12:00:00;159;100;263
2012-06-08 13:00:00;79;272;360
2012-06-08 14:00:00;34;321;350
2012-06-08 15:00:00;32;310;307
2012-06-08 16:00:00;33;292;248
2012-06-08 17:00:00;29;266;178
2012-06-08 18:00:00;24;220;103
2012-06-08 19:00:00;13;125;33
2012-06-08 20:00:00;1;6;1
2012-06-09 05:00:00;1;4;1
2012-06-09 06:00:00;11;151;36
2012-06-09 07:00:00;22;242;108
2012-06-09 08:00:00;37;262;182
2012-06-09 09:00:00;55;261;248
2012-06-09 10:00:00;46;296;307
2012-06-09 11:00:00;69;270;335
2012-06-09 12:00:00;91;247;346
2012-06-09 13:00:00;74;270;356
2012-06-09 14:00:00;79;266;341
2012-06-09 15:00:00;71;259;301
2012-06-09 16:00:00;79;201;230
2012-06-09 17:00:00;85;77;132
2012-06-09 18:00:00;48;87;74
2012-06-09 19:00:00;17;116;36
2012-06-09 20:00:00;1;7;2
2012-06-12 05:00:00;1;13;2
2012-06-12 06:00:00;12;160;41
2012-06-12 07:00:00;19;250;113
2012-06-12 08:00:00;23;289;189
2012-06-12 09:00:00;26;311;259
2012-06-12 10:00:00;26;325;316
2012-06-12 11:00:00;26;331;356
2012-06-12 12:00:00;27;334;376
2012-06-12 13:00:00;28;333;375
2012-06-12 14:00:00;28;327;352
2012-06-12 15:00:00;27;317;309
2012-06-12 16:00:00;26;302;250
2012-06-12 17:00:00;25;278;180
2012-06-12 18:00:00;20;237;105
2012-06-12 19:00:00;11;144;35
2012-06-12 20:00:00;1;8;1
2012-06-13 05:00:00;1;15;2
2012-06-13 06:00:00;12;162;40
2012-06-13 07:00:00;19;249;112
2012-06-13 08:00:00;23;289;189
2012-06-13 09:00:00;26;311;259
2012-06-13 10:00:00;27;323;316
2012-06-13 11:00:00;29;327;355
2012-06-13 12:00:00;30;330;375
2012-06-13 13:00:00;30;332;376
2012-06-13 14:00:00;29;329;354
2012-06-13 15:00:00;28;322;312
2012-06-13 16:00:00;26;309;254
2012-06-13 17:00:00;25;283;183
2012-06-13 18:00:00;20;240;106
2012-06-13 19:00:00;11;138;34
2012-06-13 20:00:00;1;8;1
2012-06-14 05:00:00;2;11;2
2012-06-14 06:00:00;13;147;39
2012-06-14 07:00:00;22;238;111
2012-06-14 08:00:00;27;279;186
2012-06-14 09:00:00;29;299;254
2012-06-14 10:00:00;32;312;311
2012-06-14 11:00:00;32;321;351
2012-06-14 12:00:00;33;322;370
2012-06-14 13:00:00;33;322;370
2012-06-14 14:00:00;30;321;348
2012-06-14 15:00:00;29;313;307
2012-06-14 16:00:00;27;300;249
2012-06-14 17:00:00;25;276;179
2012-06-14 18:00:00;19;233;103
2012-06-14 19:00:00;11;142;33
2012-06-14 20:00:00;1;9;1
2012-06-15 05:00:00;1;12;2
2012-06-15 06:00:00;12;148;37
2012-06-15 07:00:00;19;234;107
2012-06-15 08:00:00;23;277;183
2012-06-15 09:00:00;27;298;251
2012-06-15 10:00:00;29;310;306
2012-06-15 11:00:00;30;317;346
2012-06-15 12:00:00;31;320;366
2012-06-15 13:00:00;29;323;367
2012-06-15 14:00:00;25;324;347
2012-06-15 15:00:00;24;320;308
2012-06-15 16:00:00;24;305;250
2012-06-15 17:00:00;22;282;180
2012-06-15 18:00:00;21;211;97
2012-06-15 19:00:00;13;133;33
2012-06-15 20:00:00;1;7;1
2012-06-16 05:00:00;2;14;2
2012-06-16 06:00:00;14;140;37
2012-06-16 07:00:00;26;215;107
2012-06-16 08:00:00;34;256;182
2012-06-16 09:00:00;38;284;252
2012-06-16 10:00:00;39;299;308
2012-06-16 11:00:00;41;306;347
2012-06-16 12:00:00;41;310;367
2012-06-16 13:00:00;38;315;368
2012-06-16 14:00:00;42;306;346
2012-06-16 15:00:00;44;292;304
2012-06-16 16:00:00;42;275;246
2012-06-16 17:00:00;35;252;177
2012-06-16 18:00:00;26;212;103
2012-06-16 19:00:00;14;115;33
2012-06-16 20:00:00;1;3;1
2012-06-17 05:00:00;1;8;2
2012-06-17 06:00:00;12;151;38
2012-06-17 07:00:00;19;244;111
2012-06-17 08:00:00;22;287;188
2012-06-17 09:00:00;24;308;256
2012-06-17 10:00:00;26;318;312
2012-06-17 11:00:00;27;325;352
2012-06-17 12:00:00;28;327;371
2012-06-17 13:00:00;29;324;369
2012-06-17 14:00:00;38;299;335
2012-06-17 15:00:00;27;313;306
2012-06-17 16:00:00;24;304;250
2012-06-17 17:00:00;23;280;180
2012-06-17 18:00:00;20;212;98
2012-06-17 19:00:00;12;70;24
2012-06-17 20:00:00;1;2;1
2012-06-18 05:00:00;1;2;1
2012-06-18 06:00:00;17;75;33
2012-06-18 07:00:00;30;200;104
2012-06-18 08:00:00;27;273;185
2012-06-18 09:00:00;32;293;253
2012-06-18 10:00:00;34;306;310
2012-06-18 11:00:00;38;310;348
2012-06-18 12:00:00;53;294;362
2012-06-18 13:00:00;59;287;360
2012-06-18 14:00:00;114;182;297
2012-06-18 15:00:00;135;128;248
2012-06-18 16:00:00;56;271;260
2012-06-18 17:00:00;75;104;136
2012-06-18 18:00:00;55;11;60
2012-06-18 19:00:00;16;4;16
2012-06-18 20:00:00;0;0;0
2012-06-19 05:00:00;1;2;1
2012-06-19 06:00:00;20;19;23
2012-06-19 07:00:00;53;7;56
2012-06-19 08:00:00;53;0;53
2012-06-19 09:00:00;97;9;103
2012-06-19 10:00:00;101;7;108
2012-06-19 11:00:00;158;95;255
2012-06-19 12:00:00;90;224;324
2012-06-19 13:00:00;29;330;375
2012-06-19 14:00:00;25;328;352
2012-06-19 15:00:00;24;324;312
2012-06-19 16:00:00;23;311;254
2012-06-19 17:00:00;22;288;185
2012-06-19 18:00:00;25;194;97
2012-06-19 19:00:00;22;19;25
2012-06-19 20:00:00;1;1;1
2012-06-20 05:00:00;1;12;2
2012-06-20 06:00:00;15;145;38
2012-06-20 07:00:00;35;164;96
2012-06-20 08:00:00;27;269;184
2012-06-20 09:00:00;28;295;253
2012-06-20 10:00:00;31;309;311
2012-06-20 11:00:00;38;307;349
2012-06-20 12:00:00;53;294;367
2012-06-20 13:00:00;33;322;374
2012-06-20 14:00:00;30;318;350
2012-06-20 15:00:00;29;309;309
2012-06-20 16:00:00;25;301;252
2012-06-20 17:00:00;23;279;182
2012-06-20 18:00:00;19;235;107
2012-06-20 19:00:00;11;138;36
2012-06-20 20:00:00;1;5;1
2012-06-22 05:00:00;1;13;2
2012-06-22 06:00:00;11;158;39
2012-06-22 07:00:00;17;243;110
2012-06-22 08:00:00;21;282;185
2012-06-22 09:00:00;23;302;254
2012-06-22 10:00:00;26;312;310
2012-06-22 11:00:00;28;318;348
2012-06-22 12:00:00;26;325;370
2012-06-22 13:00:00;26;325;370
2012-06-22 14:00:00;25;323;350
2012-06-22 15:00:00;23;318;310
2012-06-22 16:00:00;22;308;254
2012-06-22 17:00:00;20;288;184
2012-06-22 18:00:00;17;249;109
2012-06-22 19:00:00;10;162;36
2012-06-22 20:00:00;1;13;1
2012-06-23 05:00:00;1;12;2
2012-06-23 06:00:00;11;159;40
2012-06-23 07:00:00;19;244;111
2012-06-23 08:00:00;23;280;185
2012-06-23 09:00:00;28;297;253
2012-06-23 10:00:00;32;305;308
2012-06-23 11:00:00;33;313;349
2012-06-23 12:00:00;34;315;369
2012-06-23 13:00:00;40;309;367
2012-06-23 14:00:00;50;291;343
2012-06-23 15:00:00;58;269;300
2012-06-23 16:00:00;53;252;243
2012-06-23 17:00:00;43;235;177
2012-06-23 18:00:00;34;184;102
2012-06-23 19:00:00;19;95;34
2012-06-23 20:00:00;2;10;2
2012-06-24 05:00:00;2;1;2
2012-06-24 06:00:00;22;61;33
2012-06-24 07:00:00;42;150;99
2012-06-24 08:00:00;53;206;174
2012-06-24 09:00:00;59;240;242
2012-06-24 10:00:00;64;257;298
2012-06-24 11:00:00;70;265;338
2012-06-24 12:00:00;80;260;356
2012-06-24 13:00:00;85;253;354
2012-06-24 14:00:00;85;246;332
2012-06-24 15:00:00;87;224;289
2012-06-24 16:00:00;88;186;229
2012-06-24 17:00:00;77;142;160
2012-06-24 18:00:00;56;83;87
2012-06-24 19:00:00;24;19;28
2012-06-24 20:00:00;1;0;1
2012-06-26 05:00:00;1;0;1
2012-06-26 06:00:00;25;5;26
2012-06-26 07:00:00;82;44;98
2012-06-26 08:00:00;98;31;116
2012-06-26 09:00:00;115;100;193
2012-06-26 10:00:00;135;143;267
2012-06-26 11:00:00;173;142;315
2012-06-26 12:00:00;163;26;191
2012-06-26 13:00:00;169;120;297
2012-06-26 14:00:00;166;87;255
2012-06-26 15:00:00;150;52;198
2012-06-26 16:00:00;123;87;190
2012-06-26 17:00:00;83;33;103
2012-06-26 18:00:00;73;47;91
2012-06-26 19:00:00;23;13;26
2012-06-26 20:00:00;1;0;1
2012-06-27 05:00:00;0;0;0
2012-06-27 06:00:00;21;10;23
2012-06-27 07:00:00;63;57;85
2012-06-27 08:00:00;88;113;156
2012-06-27 09:00:00;101;163;226
2012-06-27 10:00:00;114;185;283
2012-06-27 11:00:00;130;187;319
2012-06-27 12:00:00;142;184;336
2012-06-27 13:00:00;147;178;335
2012-06-27 14:00:00;142;172;316
2012-06-27 15:00:00;134;156;275
2012-06-27 16:00:00;122;125;218
2012-06-27 17:00:00;98;85;149
2012-06-27 18:00:00;64;37;79
2012-06-27 19:00:00;23;4;24
2012-06-27 20:00:00;1;0;1
2012-06-28 05:00:00;1;0;1
2012-06-28 06:00:00;24;6;25
2012-06-28 07:00:00;63;46;81
2012-06-28 08:00:00;98;89;151
2012-06-28 09:00:00;122;122;217
2012-06-28 10:00:00;134;152;274
2012-06-28 11:00:00;142;170;315
2012-06-28 12:00:00;145;178;335
2012-06-28 13:00:00;139;187;339
2012-06-28 14:00:00;128;191;323
2012-06-28 15:00:00;109;194;288
2012-06-28 16:00:00;78;211;240
2012-06-28 17:00:00;57;201;173
2012-06-28 18:00:00;44;128;93
2012-06-28 19:00:00;21;34;28
2012-06-28 20:00:00;1;0;1
2012-06-29 05:00:00;1;11;2
2012-06-29 06:00:00;11;155;36
2012-06-29 07:00:00;19;238;108
2012-06-29 08:00:00;23;276;185
2012-06-29 09:00:00;26;296;254
2012-06-29 10:00:00;27;310;310
2012-06-29 11:00:00;29;315;347
2012-06-29 12:00:00;30;316;366
2012-06-29 13:00:00;31;315;365
2012-06-29 14:00:00;32;308;345
2012-06-29 15:00:00;32;299;306
2012-06-29 16:00:00;31;284;248
2012-06-29 17:00:00;27;261;179
2012-06-29 18:00:00;23;216;101
2012-06-29 19:00:00;13;122;32
2012-06-29 20:00:00;1;5;1
2012-06-30 05:00:00;1;8;2
2012-06-30 06:00:00;11;153;35
2012-06-30 07:00:00;19;237;106
2012-06-30 08:00:00;23;274;183
2012-06-30 09:00:00;27;294;252
2012-06-30 10:00:00;29;306;309
2012-06-30 11:00:00;32;307;344
2012-06-30 12:00:00;33;310;363
2012-06-30 13:00:00;34;308;362
2012-06-30 14:00:00;34;305;344
2012-06-30 15:00:00;34;294;304
2012-06-30 16:00:00;31;280;246
2012-06-30 17:00:00;29;251;174
2012-06-30 18:00:00;26;122;72
2012-06-30 19:00:00;15;113;32
2012-06-30 20:00:00;1;5;1
2012-07-01 05:00:00;1;12;2
2012-07-01 06:00:00;11;149;35
2012-07-01 07:00:00;20;233;105
2012-07-01 08:00:00;24;274;183
2012-07-01 09:00:00;26;298;254
2012-07-01 10:00:00;27;311;312
2012-07-01 11:00:00;32;313;349
2012-07-01 12:00:00;46;296;361
2012-07-01 13:00:00;38;308;365
2012-07-01 14:00:00;34;307;346
2012-07-01 15:00:00;35;298;308
2012-07-01 16:00:00;81;144;192
2012-07-01 17:00:00;34;252;179
2012-07-01 18:00:00;22;213;99
2012-07-01 19:00:00;12;102;29
2012-07-01 20:00:00;1;2;1
2012-07-02 05:00:00;1;4;1
2012-07-02 06:00:00;13;131;33
2012-07-02 07:00:00;21;227;104
2012-07-02 08:00:00;26;268;181
2012-07-02 09:00:00;38;272;245
2012-07-02 10:00:00;53;272;302
2012-07-02 11:00:00;53;283;341
2012-07-02 12:00:00;38;307;364
2012-07-02 13:00:00;37;308;363
2012-07-02 14:00:00;35;306;345
2012-07-02 15:00:00;34;295;304
2012-07-02 16:00:00;33;281;246
2012-07-02 17:00:00;29;256;177
2012-07-02 18:00:00;24;208;99
2012-07-02 19:00:00;13;118;31
2012-07-02 20:00:00;1;6;1
2012-07-03 05:00:00;1;0;1
2012-07-03 06:00:00;25;5;26
2012-07-03 07:00:00;82;44;98
2012-07-03 08:00:00;98;31;116
2012-07-03 09:00:00;115;100;193
2012-07-03 10:00:00;135;143;267
2012-07-03 11:00:00;173;142;315
2012-07-03 12:00:00;163;26;191
2012-07-03 13:00:00;169;120;297
2012-07-03 14:00:00;166;87;255
2012-07-03 15:00:00;150;52;198
2012-07-03 16:00:00;123;87;190
2012-07-03 17:00:00;83;33;103
2012-07-03 18:00:00;73;47;91
2012-07-03 19:00:00;23;13;26
2012-07-03 20:00:00;1;0;1
2012-07-04 05:00:00;1;7;1
2012-07-04 06:00:00;13;114;31
2012-07-04 07:00:00;22;210;97
2012-07-04 08:00:00;27;257;176
2012-07-04 09:00:00;31;281;246
2012-07-04 10:00:00;33;293;302
2012-07-04 11:00:00;36;296;338
2012-07-04 12:00:00;38;296;354
2012-07-04 13:00:00;37;297;353
2012-07-04 14:00:00;36;294;335
2012-07-04 15:00:00;34;287;296
2012-07-04 16:00:00;32;271;240
2012-07-04 17:00:00;29;245;170
2012-07-04 18:00:00;22;204;95
2012-07-04 19:00:00;12;113;29
2012-07-04 20:00:00;1;6;1
2012-07-05 05:00:00;1;10;1
2012-07-05 06:00:00;11;137;33
2012-07-05 07:00:00;19;228;102
2012-07-05 08:00:00;24;269;179
2012-07-05 09:00:00;27;292;250
2012-07-05 10:00:00;29;303;310
2012-07-05 11:00:00;30;310;352
2012-07-05 12:00:00;30;314;374
2012-07-05 13:00:00;32;313;374
2012-07-05 14:00:00;30;309;352
2012-07-05 15:00:00;30;303;311
2012-07-05 16:00:00;27;290;253
2012-07-05 17:00:00;25;269;182
2012-07-05 18:00:00;20;227;105
2012-07-05 19:00:00;11;132;35
2012-07-05 20:00:00;1;6;1
2012-07-06 05:00:00;1;8;1
2012-07-06 06:00:00;11;139;36
2012-07-06 07:00:00;19;229;107
2012-07-06 08:00:00;23;270;182
2012-07-06 09:00:00;25;292;252
2012-07-06 10:00:00;27;302;308
2012-07-06 11:00:00;29;307;348
2012-07-06 12:00:00;30;310;369
2012-07-06 13:00:00;29;312;370
2012-07-06 14:00:00;27;309;349
2012-07-06 15:00:00;26;300;306
2012-07-06 16:00:00;24;290;250
2012-07-06 17:00:00;21;269;180
2012-07-06 18:00:00;17;232;105
2012-07-06 19:00:00;10;144;35
2012-07-06 20:00:00;1;9;1
2012-07-07 05:00:00;1;11;1
2012-07-07 06:00:00;10;149;36
2012-07-07 07:00:00;17;237;107
2012-07-07 08:00:00;20;274;181
2012-07-07 09:00:00;23;294;250
2012-07-07 10:00:00;27;301;306
2012-07-07 11:00:00;31;304;345
2012-07-07 12:00:00;33;304;365
2012-07-07 13:00:00;34;303;365
2012-07-07 14:00:00;33;299;344
2012-07-07 15:00:00;32;291;304
2012-07-07 16:00:00;31;277;246
2012-07-07 17:00:00;28;256;179
2012-07-07 18:00:00;25;206;103
2012-07-07 19:00:00;15;119;35
2012-07-07 20:00:00;1;9;2
2012-07-08 05:00:00;1;6;1
2012-07-08 06:00:00;10;137;35
2012-07-08 07:00:00;17;240;107
2012-07-08 08:00:00;20;281;185
2012-07-08 09:00:00;21;301;254
2012-07-08 10:00:00;22;313;313
2012-07-08 11:00:00;24;321;355
2012-07-08 12:00:00;24;323;375
2012-07-08 13:00:00;24;320;375
2012-07-08 14:00:00;27;313;351
2012-07-08 15:00:00;32;298;309
2012-07-08 16:00:00;33;278;250
2012-07-08 17:00:00;31;254;180
2012-07-08 18:00:00;23;215;103
2012-07-08 19:00:00;11;138;35
2012-07-08 20:00:00;1;8;1
2012-07-09 05:00:00;1;1;1
2012-07-09 06:00:00;18;67;30
2012-07-09 07:00:00;37;159;98
2012-07-09 08:00:00;45;217;175
2012-07-09 09:00:00;48;251;245
2012-07-09 10:00:00;48;270;303
2012-07-09 11:00:00;45;286;347
2012-07-09 12:00:00;40;298;371
2012-07-09 13:00:00;33;308;373
2012-07-09 14:00:00;29;305;352
2012-07-09 15:00:00;28;299;309
2012-07-09 16:00:00;27;284;250
2012-07-09 17:00:00;23;264;180
2012-07-09 18:00:00;19;225;105
2012-07-09 19:00:00;11;131;33
2012-07-09 20:00:00;1;5;1
2012-07-10 05:00:00;1;8;1
2012-07-10 06:00:00;11;132;34
2012-07-10 07:00:00;17;229;106
2012-07-10 08:00:00;21;272;183
2012-07-10 09:00:00;22;296;254
2012-07-10 10:00:00;23;310;313
2012-07-10 11:00:00;24;315;354
2012-07-10 12:00:00;24;319;376
2012-07-10 13:00:00;24;319;376
2012-07-10 14:00:00;24;313;354
2012-07-10 15:00:00;24;305;311
2012-07-10 16:00:00;23;294;253
2012-07-10 17:00:00;21;273;183
2012-07-10 18:00:00;17;231;105
2012-07-10 19:00:00;10;135;34
2012-07-10 20:00:00;1;6;1
2012-07-11 05:00:00;1;8;1
2012-07-11 06:00:00;11;133;33
2012-07-11 07:00:00;18;226;104
2012-07-11 08:00:00;22;268;181
2012-07-11 09:00:00;24;293;253
2012-07-11 10:00:00;24;308;313
2012-07-11 11:00:00;26;313;353
2012-07-11 12:00:00;26;316;374
2012-07-11 13:00:00;26;313;371
2012-07-11 14:00:00;26;308;350
2012-07-11 15:00:00;26;301;309
2012-07-11 16:00:00;25;288;252
2012-07-11 17:00:00;23;266;181
2012-07-11 18:00:00;19;225;104
2012-07-11 19:00:00;11;135;33
2012-07-11 20:00:00;1;6;1
2012-07-12 05:00:00;1;6;1
2012-07-12 06:00:00;11;136;34
2012-07-12 07:00:00;19;228;105
2012-07-12 08:00:00;25;264;180
2012-07-12 09:00:00;31;280;250
2012-07-12 10:00:00;34;292;308
2012-07-12 11:00:00;36;299;348
2012-07-12 12:00:00;36;303;369
2012-07-12 13:00:00;40;297;367
2012-07-12 14:00:00;45;287;345
2012-07-12 15:00:00;44;278;304
2012-07-12 16:00:00;41;261;246
2012-07-12 17:00:00;39;230;174
2012-07-12 18:00:00;31;184;100
2012-07-12 19:00:00;16;93;32
2012-07-12 20:00:00;1;5;1
2012-07-13 05:00:00;1;0;1
2012-07-13 06:00:00;20;24;26
2012-07-13 07:00:00;48;102;87
2012-07-13 08:00:00;66;163;163
2012-07-13 09:00:00;78;196;232
2012-07-13 10:00:00;86;215;289
2012-07-13 11:00:00;92;225;329
2012-07-13 12:00:00;92;235;352
2012-07-13 13:00:00;91;235;351
2012-07-13 14:00:00;89;228;330
2012-07-13 15:00:00;82;222;291
2012-07-13 16:00:00;74;201;232
2012-07-13 17:00:00;63;170;164
2012-07-13 18:00:00;46;114;90
2012-07-13 19:00:00;20;30;26
2012-07-13 20:00:00;1;1;1
2012-07-14 05:00:00;1;5;1
2012-07-14 06:00:00;10;119;31
2012-07-14 07:00:00;17;212;99
2012-07-14 08:00:00;22;254;173
2012-07-14 09:00:00;24;281;243
2012-07-14 10:00:00;24;297;303
2012-07-14 11:00:00;27;305;347
2012-07-14 12:00:00;27;313;374
2012-07-14 13:00:00;28;314;376
2012-07-14 14:00:00;30;307;354
2012-07-14 15:00:00;30;304;316
2012-07-14 16:00:00;35;286;258
2012-07-14 17:00:00;25;270;183
2012-07-14 18:00:00;18;236;107
2012-07-14 19:00:00;9;145;34
2012-07-14 20:00:00;1;5;1
2012-07-15 05:00:00;1;3;1
2012-07-15 06:00:00;10;133;32
2012-07-15 07:00:00;18;232;105
2012-07-15 08:00:00;23;272;181
2012-07-15 09:00:00;25;291;252
2012-07-15 10:00:00;28;301;309
2012-07-15 11:00:00;28;308;352
2012-07-15 12:00:00;30;312;373
2012-07-15 13:00:00;28;313;375
2012-07-15 14:00:00;27;312;355
2012-07-15 15:00:00;26;303;311
2012-07-15 16:00:00;25;292;253
2012-07-15 17:00:00;22;273;183
2012-07-15 18:00:00;19;224;103
2012-07-15 19:00:00;11;124;31
2012-07-15 20:00:00;1;5;1
2012-07-16 05:00:00;1;1;1
2012-07-16 06:00:00;13;85;28
2012-07-16 07:00:00;26;185;95
2012-07-16 08:00:00;32;234;171
2012-07-16 09:00:00;37;259;240
2012-07-16 10:00:00;41;273;298
2012-07-16 11:00:00;43;280;339
2012-07-16 12:00:00;46;281;359
2012-07-16 13:00:00;46;280;358
2012-07-16 14:00:00;45;276;338
2012-07-16 15:00:00;44;264;295
2012-07-16 16:00:00;43;247;236
2012-07-16 17:00:00;35;228;170
2012-07-16 18:00:00;28;181;95
2012-07-16 19:00:00;14;75;28
2012-07-16 20:00:00;1;0;1
2012-07-17 05:00:00;1;1;1
2012-07-17 06:00:00;14;76;28
2012-07-17 07:00:00;28;183;95
2012-07-17 08:00:00;33;237;173
2012-07-17 09:00:00;37;262;242
2012-07-17 10:00:00;43;274;300
2012-07-17 11:00:00;45;280;340
2012-07-17 12:00:00;42;288;362
2012-07-17 13:00:00;40;291;363
2012-07-17 14:00:00;39;287;342
2012-07-17 15:00:00;38;278;301
2012-07-17 16:00:00;36;260;241
2012-07-17 17:00:00;33;231;170
2012-07-17 18:00:00;27;184;96
2012-07-17 19:00:00;13;77;26
2012-07-17 20:00:00;0;0;0
2012-07-18 05:00:00;0;1;0
2012-07-18 06:00:00;13;76;26
2012-07-18 07:00:00;26;178;93
2012-07-18 08:00:00;33;230;168
2012-07-18 09:00:00;37;259;238
2012-07-18 10:00:00;38;276;297
2012-07-18 11:00:00;38;286;339
2012-07-18 12:00:00;37;292;361
2012-07-18 13:00:00;36;293;362
2012-07-18 14:00:00;36;288;340
2012-07-18 15:00:00;36;279;299
2012-07-18 16:00:00;34;263;241
2012-07-18 17:00:00;33;231;169
2012-07-18 18:00:00;26;182;94
2012-07-18 19:00:00;12;79;26
2012-07-18 20:00:00;0;0;0
2012-07-19 05:00:00;0;1;0
2012-07-19 06:00:00;12;71;25
2012-07-19 07:00:00;26;175;91
2012-07-19 08:00:00;34;225;165
2012-07-19 09:00:00;40;249;234
2012-07-19 10:00:00;48;258;289
2012-07-19 11:00:00;54;259;327
2012-07-19 12:00:00;49;276;354
2012-07-19 13:00:00;49;275;354
2012-07-19 14:00:00;51;268;331
2012-07-19 15:00:00;45;264;294
2012-07-19 16:00:00;43;246;236
2012-07-19 17:00:00;43;198;159
2012-07-19 18:00:00;32;143;84
2012-07-19 19:00:00;13;53;23
2012-07-19 20:00:00;0;0;0
2012-07-20 05:00:00;0;0;0
2012-07-20 06:00:00;15;17;18
2012-07-20 07:00:00;38;39;53
2012-07-20 08:00:00;62;70;103
2012-07-20 09:00:00;85;128;185
2012-07-20 10:00:00;89;189;266
2012-07-20 11:00:00;83;236;332
2012-07-20 12:00:00;79;249;353
2012-07-20 13:00:00;74;255;356
2012-07-20 14:00:00;69;258;340
2012-07-20 15:00:00;73;220;282
2012-07-20 16:00:00;70;182;213
