"Index";"Radiación Difusa (DF)";"Radiación Directa (DT)";"Radiación Global (GL)"
2011-04-16 11:00:00;53;274;311
2011-04-16 12:00:00;55;281;335
2011-04-16 13:00:00;52;285;337
2011-04-16 14:00:00;58;267;312
2011-04-16 15:00:00;68;230;260
2011-04-16 16:00:00;63;214;205
2011-04-16 17:00:00;57;118;114
2011-04-16 18:00:00;32;110;59
2011-04-16 19:00:00;4;2;4
2011-04-16 20:00:00;0;0;0
2011-04-17 05:00:00;0;0;0
2011-04-17 06:00:00;4;20;5
2011-04-17 07:00:00;23;125;54
2011-04-17 08:00:00;42;191;131
2011-04-17 09:00:00;56;219;201
2011-04-17 10:00:00;73;230;264
2011-04-17 11:00:00;150;141;282
2011-04-17 12:00:00;63;270;335
2011-04-17 13:00:00;56;277;335
2011-04-17 14:00:00;53;272;313
2011-04-17 15:00:00;49;262;268
2011-04-17 16:00:00;44;243;207
2011-04-17 17:00:00;39;197;131
2011-04-17 18:00:00;23;149;59
2011-04-17 19:00:00;4;21;5
2011-04-17 20:00:00;0;0;0
2011-04-18 05:00:00;0;0;0
2011-04-18 20:00:00;0;0;0
2011-04-19 05:00:00;0;0;0
2011-04-19 20:00:00;0;0;0
2011-04-20 05:00:00;0;0;0
2011-04-20 06:00:00;2;0;2
2011-04-20 07:00:00;11;0;11
2011-04-20 08:00:00;28;0;28
2011-04-20 09:00:00;67;1;67
2011-04-20 10:00:00;93;1;94
2011-04-20 11:00:00;126;188;292
2011-04-20 12:00:00;58;305;340
2011-04-20 13:00:00;52;313;342
2011-04-20 14:00:00;50;309;320
2011-04-20 15:00:00;44;304;277
2011-04-20 16:00:00;43;274;214
2011-04-20 17:00:00;38;138;97
2011-04-20 18:00:00;17;0;17
2011-04-20 19:00:00;2;0;2
2011-04-20 20:00:00;0;0;0
2011-04-21 05:00:00;0;0;0
2011-04-21 20:00:00;0;0;0
2011-04-22 05:00:00;0;0;0
2011-04-22 20:00:00;0;0;0
2011-04-23 05:00:00;0;0;0
2011-04-23 20:00:00;0;0;0
2011-04-24 05:00:00;0;0;0
2011-04-24 06:00:00;6;46;11
2011-04-24 07:00:00;37;200;84
2011-04-24 08:00:00;70;67;97
2011-04-24 09:00:00;85;44;114
2011-04-24 10:00:00;119;36;145
2011-04-24 11:00:00;60;0;60
2011-04-24 12:00:00;102;62;160
2011-04-24 13:00:00;83;211;281
2011-04-24 14:00:00;112;173;262
2011-04-24 15:00:00;92;139;199
2011-04-24 16:00:00;80;43;108
2011-04-24 17:00:00;70;94;110
2011-04-24 18:00:00;9;5;10
2011-04-24 19:00:00;4;0;5
2011-04-24 20:00:00;0;0;0
2011-04-25 05:00:00;0;0;0
2011-04-25 06:00:00;5;38;9
2011-04-25 07:00:00;18;200;67
2011-04-25 08:00:00;24;270;144
2011-04-25 09:00:00;31;297;216
2011-04-25 10:00:00;35;315;277
2011-04-25 11:00:00;43;316;321
2011-04-25 12:00:00;48;316;343
2011-04-25 13:00:00;101;173;264
2011-04-25 14:00:00;71;0;71
2011-04-25 15:00:00;88;2;90
2011-04-25 16:00:00;88;108;153
2011-04-25 17:00:00;57;6;60
2011-04-25 18:00:00;39;8;41
2011-04-25 19:00:00;10;27;12
2011-04-25 20:00:00;0;0;0
2011-04-26 05:00:00;0;0;0
2011-04-26 06:00:00;5;0;5
2011-04-26 07:00:00;32;0;32
2011-04-26 08:00:00;78;38;99
2011-04-26 09:00:00;39;280;215
2011-04-26 10:00:00;28;326;282
2011-04-26 11:00:00;29;333;324
2011-04-26 12:00:00;32;337;347
2011-04-26 13:00:00;35;335;349
2011-04-26 14:00:00;33;330;326
2011-04-26 15:00:00;32;320;284
2011-04-26 16:00:00;29;304;223
2011-04-26 17:00:00;26;261;147
2011-04-26 18:00:00;21;184;69
2011-04-26 19:00:00;5;39;9
2011-04-26 20:00:00;0;0;0
2011-04-27 05:00:00;0;0;0
2011-04-27 06:00:00;6;46;10
2011-04-27 07:00:00;18;196;67
2011-04-27 08:00:00;24;271;146
2011-04-27 09:00:00;27;305;219
2011-04-27 10:00:00;30;322;282
2011-04-27 11:00:00;32;331;326
2011-04-27 12:00:00;34;332;347
2011-04-27 13:00:00;35;331;347
2011-04-27 14:00:00;34;330;329
2011-04-27 15:00:00;32;321;285
2011-04-27 16:00:00;29;304;224
2011-04-27 17:00:00;27;270;151
2011-04-27 18:00:00;20;175;68
2011-04-27 19:00:00;6;42;10
2011-04-27 20:00:00;0;0;0
2011-04-29 05:00:00;0;0;0
2011-04-29 06:00:00;2;0;2
2011-04-29 07:00:00;10;0;10
2011-04-29 08:00:00;26;0;26
2011-04-29 09:00:00;36;0;36
2011-04-29 10:00:00;9;0;9
2011-04-29 11:00:00;34;0;34
2011-04-29 12:00:00;52;0;52
2011-04-29 13:00:00;105;2;106
2011-04-29 14:00:00;143;10;152
2011-04-29 15:00:00;69;1;70
2011-04-29 16:00:00;117;21;129
2011-04-29 17:00:00;70;9;75
2011-04-29 18:00:00;41;8;43
2011-04-29 19:00:00;7;0;7
2011-04-29 20:00:00;0;0;0
2011-04-30 05:00:00;0;0;0
2011-04-30 06:00:00;2;0;2
2011-04-30 07:00:00;5;0;5
2011-04-30 08:00:00;26;0;27
2011-04-30 09:00:00;66;13;74
2011-04-30 10:00:00;46;0;46
2011-04-30 11:00:00;90;0;90
2011-04-30 12:00:00;160;31;189
2011-04-30 13:00:00;41;1;42
2011-04-30 14:00:00;112;52;161
2011-04-30 15:00:00;118;20;134
2011-04-30 16:00:00;99;63;139
2011-04-30 17:00:00;78;109;132
2011-04-30 18:00:00;42;23;49
2011-04-30 19:00:00;10;3;10
2011-04-30 20:00:00;0;0;0
2011-05-01 05:00:00;0;0;0
2011-05-01 06:00:00;10;0;10
2011-05-01 07:00:00;33;3;33
2011-05-01 08:00:00;78;77;117
2011-05-01 09:00:00;98;39;121
2011-05-01 10:00:00;171;55;213
2011-05-01 11:00:00;108;2;110
2011-05-01 12:00:00;96;3;98
2011-05-01 13:00:00;112;0;112
2011-05-01 14:00:00;40;0;40
2011-05-01 15:00:00;53;0;54
2011-05-01 16:00:00;75;2;77
2011-05-01 17:00:00;49;0;49
2011-05-01 18:00:00;20;0;20
2011-05-01 19:00:00;1;0;1
2011-05-01 20:00:00;0;0;0
2011-05-02 05:00:00;0;0;0
2011-05-02 06:00:00;7;0;7
2011-05-02 07:00:00;25;0;25
2011-05-02 08:00:00;37;0;37
2011-05-02 09:00:00;61;0;61
2011-05-02 10:00:00;73;0;73
2011-05-02 11:00:00;106;2;108
2011-05-02 12:00:00;175;1;175
2011-05-02 13:00:00;162;0;163
2011-05-02 14:00:00;185;32;213
2011-05-02 15:00:00;126;3;128
2011-05-02 16:00:00;119;10;125
2011-05-02 17:00:00;48;0;48
2011-05-02 18:00:00;21;0;21
2011-05-02 19:00:00;0;0;0
2011-05-02 20:00:00;0;0;0
2011-05-03 05:00:00;0;0;0
2011-05-03 20:00:00;0;0;0
2011-05-04 05:00:00;0;0;0
2011-05-04 06:00:00;12;32;16
2011-05-04 07:00:00;39;147;82
2011-05-04 08:00:00;68;174;155
2011-05-04 09:00:00;95;228;247
2011-05-04 10:00:00;93;221;278
2011-05-04 11:00:00;121;215;317
2011-05-04 12:00:00;131;153;278
2011-05-04 13:00:00;121;196;307
2011-05-04 14:00:00;96;239;308
2011-05-04 15:00:00;95;217;261
2011-05-04 16:00:00;51;253;209
2011-05-04 17:00:00;35;232;137
2011-05-04 18:00:00;22;170;62
2011-05-04 19:00:00;6;42;9
2011-05-04 20:00:00;0;0;0
2011-05-06 05:00:00;0;0;0
2011-05-06 06:00:00;11;17;13
2011-05-06 07:00:00;42;40;54
2011-05-06 08:00:00;86;63;117
2011-05-06 09:00:00;122;78;173
2011-05-06 10:00:00;144;69;197
2011-05-06 11:00:00;143;8;150
2011-05-06 12:00:00;137;1;138
2011-05-06 13:00:00;173;10;181
2011-05-06 14:00:00;176;83;253
2011-05-06 15:00:00;120;165;257
2011-05-06 16:00:00;97;28;115
2011-05-06 17:00:00;49;1;50
2011-05-06 18:00:00;25;5;26
2011-05-06 19:00:00;11;5;11
2011-05-06 20:00:00;0;0;0
2011-05-10 05:00:00;0;0;0
2011-05-10 06:00:00;8;66;16
2011-05-10 07:00:00;22;199;77
2011-05-10 08:00:00;29;262;156
2011-05-10 09:00:00;35;291;227
2011-05-10 10:00:00;39;307;287
2011-05-10 11:00:00;42;314;330
2011-05-10 12:00:00;42;321;353
2011-05-10 13:00:00;42;322;355
2011-05-10 14:00:00;42;317;335
2011-05-10 15:00:00;43;301;291
2011-05-10 16:00:00;42;279;232
2011-05-10 17:00:00;43;241;165
2011-05-10 18:00:00;31;174;83
2011-05-10 19:00:00;12;55;19
2011-05-10 20:00:00;0;0;0
2011-05-11 05:00:00;0;0;0
2011-05-11 06:00:00;5;0;5
2011-05-11 07:00:00;20;0;20
2011-05-11 08:00:00;66;26;79
2011-05-11 09:00:00;74;1;75
2011-05-11 10:00:00;127;37;157
2011-05-11 11:00:00;155;116;261
2011-05-11 12:00:00;76;264;332
2011-05-11 13:00:00;65;295;354
2011-05-11 14:00:00;60;292;332
2011-05-11 15:00:00;91;247;296
2011-05-11 16:00:00;106;149;212
2011-05-11 17:00:00;86;124;146
2011-05-11 18:00:00;55;78;81
2011-05-11 19:00:00;12;36;17
2011-05-11 20:00:00;0;0;0
2011-05-13 05:00:00;0;0;0
2011-05-13 06:00:00;7;0;7
2011-05-13 07:00:00;44;5;46
2011-05-13 08:00:00;100;55;125
2011-05-13 09:00:00;96;166;208
2011-05-13 10:00:00;120;155;246
2011-05-13 11:00:00;96;218;298
2011-05-13 12:00:00;70;283;344
2011-05-13 13:00:00;70;280;342
2011-05-13 14:00:00;71;268;322
2011-05-13 15:00:00;67;259;281
2011-05-13 16:00:00;61;237;225
2011-05-13 17:00:00;54;197;155
2011-05-13 18:00:00;39;132;80
2011-05-13 19:00:00;15;37;21
2011-05-13 20:00:00;0;0;0
2011-05-14 05:00:00;0;0;0
2011-05-14 06:00:00;12;31;16
2011-05-14 07:00:00;35;135;73
2011-05-14 08:00:00;51;198;148
2011-05-14 09:00:00;57;241;220
2011-05-14 10:00:00;64;262;279
2011-05-14 11:00:00;80;257;319
2011-05-14 12:00:00;85;260;341
2011-05-14 13:00:00;87;258;341
2011-05-14 14:00:00;87;251;322
2011-05-14 15:00:00;83;237;279
2011-05-14 16:00:00;75;212;223
2011-05-14 17:00:00;65;150;143
2011-05-14 18:00:00;46;101;78
2011-05-14 19:00:00;16;21;19
2011-05-14 20:00:00;0;0;0
2011-05-15 05:00:00;0;0;0
2011-05-15 06:00:00;17;10;18
2011-05-15 07:00:00;47;93;75
2011-05-15 08:00:00;64;164;144
2011-05-15 09:00:00;76;187;203
2011-05-15 10:00:00;77;242;276
2011-05-15 11:00:00;105;245;332
2011-05-15 12:00:00;144;183;323
2011-05-15 13:00:00;89;253;339
2011-05-15 14:00:00;90;242;318
2011-05-15 15:00:00;88;223;276
2011-05-15 16:00:00;76;208;221
2011-05-15 17:00:00;65;165;151
2011-05-15 18:00:00;45;106;79
2011-05-15 19:00:00;16;22;20
2011-05-15 20:00:00;0;0;0
2011-05-17 05:00:00;0;0;0
2011-05-17 06:00:00;13;22;16
2011-05-17 07:00:00;40;7;42
2011-05-17 08:00:00;76;88;123
2011-05-17 09:00:00;100;54;138
2011-05-17 10:00:00;83;225;273
2011-05-17 11:00:00;89;220;294
2011-05-17 12:00:00;68;270;335
2011-05-17 13:00:00;65;285;347
2011-05-17 14:00:00;69;272;326
2011-05-17 15:00:00;70;253;285
2011-05-17 16:00:00;66;226;227
2011-05-17 17:00:00;67;167;156
2011-05-17 18:00:00;60;49;77
2011-05-17 19:00:00;15;0;16
2011-05-17 20:00:00;0;0;0
2011-05-18 05:00:00;0;0;0
2011-05-18 06:00:00;0;0;0
2011-05-18 07:00:00;29;0;30
2011-05-18 08:00:00;85;27;99
2011-05-18 09:00:00;105;84;160
2011-05-18 10:00:00;156;65;212
2011-05-18 11:00:00;144;121;261
2011-05-18 12:00:00;201;50;251
2011-05-18 13:00:00;189;71;263
2011-05-18 14:00:00;139;78;212
2011-05-18 15:00:00;101;49;145
2011-05-18 16:00:00;42;0;42
2011-05-18 17:00:00;30;0;30
2011-05-18 18:00:00;41;68;63
2011-05-18 19:00:00;10;7;12
2011-05-18 20:00:00;0;0;0
2011-05-22 05:00:00;0;0;0
2011-05-22 06:00:00;13;76;22
2011-05-22 07:00:00;27;185;85
2011-05-22 08:00:00;36;233;157
2011-05-22 09:00:00;38;274;230
2011-05-22 10:00:00;45;284;289
2011-05-22 11:00:00;49;293;332
2011-05-22 12:00:00;61;273;340
2011-05-22 13:00:00;69;270;347
2011-05-22 14:00:00;65;270;329
2011-05-22 15:00:00;96;167;244
2011-05-22 16:00:00;102;106;179
2011-05-22 17:00:00;84;72;122
2011-05-22 18:00:00;48;23;56
2011-05-22 19:00:00;16;3;17
2011-05-22 20:00:00;0;0;0
2011-05-23 05:00:00;0;0;0
2011-05-23 06:00:00;11;68;20
2011-05-23 07:00:00;24;189;84
2011-05-23 08:00:00;31;248;160
2011-05-23 09:00:00;35;278;231
2011-05-23 10:00:00;38;294;289
2011-05-23 11:00:00;40;304;333
2011-05-23 12:00:00;42;307;356
2011-05-23 13:00:00;42;309;358
2011-05-23 14:00:00;38;306;339
2011-05-23 15:00:00;37;299;300
2011-05-23 16:00:00;33;289;242
2011-05-23 17:00:00;28;272;177
2011-05-23 18:00:00;22;232;101
2011-05-23 19:00:00;12;118;31
2011-05-23 20:00:00;0;0;0
2011-05-25 05:00:00;0;1;0
2011-05-25 06:00:00;19;78;29
2011-05-25 07:00:00;57;112;92
2011-05-25 08:00:00;92;55;119
2011-05-25 09:00:00;114;9;119
2011-05-25 10:00:00;130;32;157
2011-05-25 11:00:00;109;193;297
2011-05-25 12:00:00;86;264;357
2011-05-25 13:00:00;170;62;233
2011-05-25 14:00:00;162;13;176
2011-05-25 15:00:00;103;5;107
2011-05-25 16:00:00;80;9;88
2011-05-25 17:00:00;86;105;148
2011-05-25 18:00:00;63;145;110
2011-05-25 19:00:00;15;72;26
2011-05-25 20:00:00;1;1;1
2011-05-27 05:00:00;0;0;0
2011-05-27 06:00:00;9;5;10
2011-05-27 07:00:00;52;54;71
2011-05-27 08:00:00;44;197;151
2011-05-27 09:00:00;65;229;228
2011-05-27 10:00:00;78;226;273
2011-05-27 11:00:00;94;183;273
2011-05-27 12:00:00;62;284;357
2011-05-27 13:00:00;56;287;354
2011-05-27 14:00:00;52;287;336
2011-05-27 15:00:00;49;277;296
2011-05-27 16:00:00;45;262;238
2011-05-27 17:00:00;38;235;170
2011-05-27 18:00:00;32;179;98
2011-05-27 19:00:00;17;77;30
2011-05-27 20:00:00;1;1;1
2011-05-28 05:00:00;0;0;0
2011-05-28 06:00:00;14;45;21
2011-05-28 07:00:00;33;152;83
2011-05-28 08:00:00;49;180;143
2011-05-28 09:00:00;92;61;135
2011-05-28 10:00:00;67;221;260
2011-05-28 11:00:00;52;281;328
2011-05-28 12:00:00;56;283;351
2011-05-28 13:00:00;57;281;353
2011-05-28 14:00:00;87;243;331
2011-05-28 15:00:00;99;194;272
2011-05-28 16:00:00;71;212;228
2011-05-28 17:00:00;43;225;172
2011-05-28 18:00:00;45;146;97
2011-05-28 19:00:00;17;41;24
2011-05-28 20:00:00;1;0;1
2011-05-29 05:00:00;0;0;0
2011-05-29 06:00:00;19;51;27
2011-05-29 07:00:00;40;163;93
2011-05-29 08:00:00;69;190;172
2011-05-29 09:00:00;95;132;185
2011-05-29 10:00:00;154;53;201
2011-05-29 11:00:00;140;164;302
2011-05-29 12:00:00;103;239;351
2011-05-29 13:00:00;125;188;323
2011-05-29 14:00:00;105;213;319
2011-05-29 15:00:00;132;122;240
2011-05-29 16:00:00;93;128;190
2011-05-29 17:00:00;83;143;161
2011-05-29 18:00:00;40;157;98
2011-05-29 19:00:00;17;89;33
2011-05-29 20:00:00;1;2;1
2011-05-30 05:00:00;0;0;0
2011-05-30 06:00:00;10;0;10
2011-05-30 07:00:00;43;5;45
2011-05-30 08:00:00;70;16;78
2011-05-30 09:00:00;121;90;188
2011-05-30 10:00:00;128;41;166
2011-05-30 11:00:00;101;230;327
2011-05-30 12:00:00;123;69;195
2011-05-30 13:00:00;107;131;246
2011-05-30 14:00:00;161;65;227
2011-05-30 15:00:00;106;206;295
2011-05-30 16:00:00;105;115;196
2011-05-30 17:00:00;80;78;128
2011-05-30 18:00:00;45;35;60
2011-05-30 19:00:00;12;0;12
2011-05-30 20:00:00;1;0;1
2011-05-31 05:00:00;0;0;0
2011-05-31 06:00:00;16;48;27
2011-05-31 07:00:00;32;166;88
2011-05-31 08:00:00;54;190;157
2011-05-31 09:00:00;78;139;181
2011-05-31 10:00:00;112;58;163
2011-05-31 11:00:00;108;66;175
2011-05-31 12:00:00;121;168;297
2011-05-31 13:00:00;96;219;329
2011-05-31 14:00:00;63;278;343
2011-05-31 15:00:00;49;272;297
2011-05-31 16:00:00;43;261;241
2011-05-31 17:00:00;32;248;174
2011-05-31 18:00:00;26;199;99
2011-05-31 19:00:00;14;86;31
2011-05-31 20:00:00;1;1;1
2011-06-01 05:00:00;0;1;0
2011-06-01 06:00:00;12;87;25
2011-06-01 07:00:00;26;186;87
2011-06-01 08:00:00;34;231;160
2011-06-01 09:00:00;41;255;229
2011-06-01 10:00:00;42;277;287
2011-06-01 11:00:00;43;288;330
2011-06-01 12:00:00;45;292;353
2011-06-01 13:00:00;46;291;356
2011-06-01 14:00:00;54;279;337
2011-06-01 15:00:00;108;192;286
2011-06-01 16:00:00;114;187;258
2011-06-01 17:00:00;65;53;91
2011-06-01 18:00:00;35;164;95
2011-06-01 19:00:00;17;78;32
2011-06-01 20:00:00;1;0;1
2011-06-02 05:00:00;0;1;0
2011-06-02 06:00:00;19;63;28
2011-06-02 07:00:00;47;5;48
2011-06-02 08:00:00;85;1;86
2011-06-02 09:00:00;78;187;217
2011-06-02 10:00:00;51;270;288
2011-06-02 11:00:00;51;281;329
2011-06-02 12:00:00;53;288;356
2011-06-02 13:00:00;50;293;360
2011-06-02 14:00:00;46;292;340
2011-06-02 15:00:00;40;288;300
2011-06-02 16:00:00;38;270;244
2011-06-02 17:00:00;35;239;174
2011-06-02 18:00:00;28;193;99
2011-06-02 19:00:00;16;98;32
2011-06-02 20:00:00;1;3;1
2011-06-03 05:00:00;0;0;0
2011-06-03 06:00:00;14;51;23
2011-06-03 07:00:00;55;64;74
2011-06-03 08:00:00;54;180;156
2011-06-03 09:00:00;56;233;228
2011-06-03 10:00:00;86;178;241
2011-06-03 11:00:00;110;101;210
2011-06-03 12:00:00;109;90;203
2011-06-03 13:00:00;115;146;269
2011-06-03 14:00:00;85;244;332
2011-06-03 15:00:00;67;239;286
2011-06-03 16:00:00;52;246;239
2011-06-03 17:00:00;37;235;174
2011-06-03 18:00:00;27;194;99
2011-06-03 19:00:00;16;103;34
2011-06-03 20:00:00;1;3;1
2011-06-07 05:00:00;0;0;0
2011-06-07 06:00:00;16;61;25
2011-06-07 07:00:00;53;73;74
2011-06-07 08:00:00;65;0;65
2011-06-07 09:00:00;109;31;134
2011-06-07 10:00:00;99;187;267
2011-06-07 11:00:00;89;240;328
2011-06-07 12:00:00;87;242;342
2011-06-07 13:00:00;65;276;357
2011-06-07 14:00:00;68;262;335
2011-06-07 15:00:00;98;77;170
2011-06-07 16:00:00;98;64;147
2011-06-07 17:00:00;65;26;80
2011-06-07 18:00:00;48;42;63
2011-06-07 19:00:00;17;112;35
2011-06-07 20:00:00;2;13;2
2011-06-08 05:00:00;0;2;1
2011-06-08 06:00:00;12;103;27
2011-06-08 07:00:00;25;201;92
2011-06-08 08:00:00;34;247;170
2011-06-08 09:00:00;44;255;233
2011-06-08 10:00:00;40;292;301
2011-06-08 11:00:00;42;300;344
2011-06-08 12:00:00;44;303;365
2011-06-08 13:00:00;44;303;366
2011-06-08 14:00:00;43;299;349
2011-06-08 15:00:00;42;289;308
2011-06-08 16:00:00;41;272;250
2011-06-08 17:00:00;37;240;179
2011-06-08 18:00:00;32;184;101
2011-06-08 19:00:00;20;85;36
2011-06-08 20:00:00;2;2;2
2011-06-09 05:00:00;0;0;0
2011-06-09 06:00:00;19;85;32
2011-06-09 07:00:00;40;108;78
2011-06-09 08:00:00;86;100;139
2011-06-09 09:00:00;128;79;189
2011-06-09 10:00:00;184;44;225
2011-06-09 11:00:00;155;125;280
2011-06-09 12:00:00;182;97;286
2011-06-09 13:00:00;174;107;287
2011-06-09 14:00:00;177;86;264
2011-06-09 15:00:00;199;40;235
2011-06-09 16:00:00;126;29;149
2011-06-09 17:00:00;92;86;138
2011-06-09 18:00:00;49;149;107
2011-06-09 19:00:00;18;17;21
2011-06-09 20:00:00;1;0;1
2011-06-10 05:00:00;1;1;1
2011-06-10 06:00:00;12;90;27
2011-06-10 07:00:00;24;189;87
2011-06-10 08:00:00;28;246;166
2011-06-10 09:00:00;43;235;216
2011-06-10 10:00:00;103;172;259
2011-06-10 11:00:00;83;218;306
2011-06-10 12:00:00;51;286;358
2011-06-10 13:00:00;40;298;361
2011-06-10 14:00:00;91;187;287
2011-06-10 15:00:00;63;248;292
2011-06-10 16:00:00;29;281;250
2011-06-10 17:00:00;27;256;180
2011-06-10 18:00:00;30;167;94
2011-06-10 19:00:00;21;137;47
2011-06-10 20:00:00;1;10;2
2011-06-14 05:00:00;1;4;1
2011-06-14 06:00:00;9;135;30
2011-06-14 07:00:00;18;226;94
2011-06-14 08:00:00;23;268;173
2011-06-14 09:00:00;26;293;245
2011-06-14 10:00:00;29;305;302
2011-06-14 11:00:00;31;308;342
2011-06-14 12:00:00;33;310;363
2011-06-14 13:00:00;30;313;367
2011-06-14 14:00:00;30;307;348
2011-06-14 15:00:00;29;298;310
2011-06-14 16:00:00;28;285;252
2011-06-14 17:00:00;26;259;183
2011-06-14 18:00:00;21;222;105
2011-06-15 05:00:00;1;4;1
2011-06-15 06:00:00;9;132;30
2011-06-15 07:00:00;18;224;94
2011-06-15 08:00:00;23;264;170
2011-06-15 09:00:00;25;288;240
2011-06-15 10:00:00;29;298;296
2011-06-15 11:00:00;31;300;335
2011-06-15 12:00:00;32;305;356
2011-06-15 13:00:00;31;308;359
2011-06-15 14:00:00;30;306;344
2011-06-15 15:00:00;30;295;304
2011-06-15 16:00:00;29;280;248
2011-06-15 17:00:00;27;259;179
2011-06-15 18:00:00;22;218;103
2011-06-15 19:00:00;13;131;37
2011-06-15 20:00:00;2;11;2
2011-06-16 05:00:00;1;4;1
2011-06-16 06:00:00;11;119;29
2011-06-16 07:00:00;20;211;90
2011-06-16 08:00:00;25;255;165
2011-06-16 09:00:00;30;277;235
2011-06-16 10:00:00;30;293;293
2011-06-16 11:00:00;32;301;334
2011-06-16 12:00:00;32;304;354
2011-06-16 13:00:00;32;303;355
2011-06-16 14:00:00;34;297;339
2011-06-16 15:00:00;32;290;302
2011-06-16 16:00:00;29;280;249
2011-06-16 17:00:00;27;259;181
2011-06-16 18:00:00;22;221;105
2011-06-16 19:00:00;13;140;39
2011-06-16 20:00:00;2;11;2
2011-06-17 05:00:00;1;4;1
2011-06-17 06:00:00;11;130;30
2011-06-17 07:00:00;19;226;94
2011-06-17 08:00:00;23;269;172
2011-06-17 09:00:00;25;294;245
2011-06-17 10:00:00;26;306;302
2011-06-17 11:00:00;27;313;343
2011-06-17 12:00:00;27;319;365
2011-06-17 13:00:00;26;320;368
2011-06-17 14:00:00;27;313;350
2011-06-17 15:00:00;27;306;312
2011-06-17 16:00:00;25;294;255
2011-06-17 17:00:00;23;271;185
2011-06-17 18:00:00;21;224;105
2011-06-17 19:00:00;13;137;37
2011-06-17 20:00:00;1;10;2
2011-06-18 05:00:00;1;4;1
2011-06-18 06:00:00;11;117;28
2011-06-18 07:00:00;19;209;88
2011-06-18 08:00:00;23;259;168
2011-06-18 09:00:00;26;287;240
2011-06-18 10:00:00;28;300;298
2011-06-18 11:00:00;30;307;340
2011-06-18 12:00:00;30;311;361
2011-06-18 13:00:00;30;313;364
2011-06-18 14:00:00;30;308;348
2011-06-18 15:00:00;30;299;311
2011-06-18 16:00:00;29;288;256
2011-06-18 17:00:00;28;260;186
2011-06-18 18:00:00;23;221;107
2011-06-18 19:00:00;13;143;40
2011-06-18 20:00:00;2;11;2
2011-06-19 05:00:00;1;3;1
2011-06-19 06:00:00;11;115;28
2011-06-19 07:00:00;21;206;90
2011-06-19 08:00:00;27;251;165
2011-06-19 09:00:00;31;276;236
2011-06-19 10:00:00;33;287;291
2011-06-19 11:00:00;35;293;332
2011-06-19 12:00:00;38;292;350
2011-06-19 13:00:00;43;291;353
2011-06-19 14:00:00;43;283;335
2011-06-19 15:00:00;83;226;292
2011-06-19 16:00:00;109;149;226
2011-06-19 17:00:00;73;107;136
2011-06-19 18:00:00;44;147;100
2011-06-19 19:00:00;22;117;42
2011-06-19 20:00:00;2;14;3
2011-06-21 05:00:00;1;1;1
2011-06-21 06:00:00;13;80;26
2011-06-21 07:00:00;26;178;88
2011-06-21 08:00:00;34;224;163
2011-06-21 09:00:00;42;244;231
2011-06-21 10:00:00;47;261;288
2011-06-21 11:00:00;48;271;329
2011-06-21 12:00:00;51;274;349
2011-06-21 13:00:00;50;276;351
2011-06-21 14:00:00;48;275;338
2011-06-21 15:00:00;46;268;301
2011-06-21 16:00:00;46;245;245
2011-06-21 17:00:00;44;211;176
2011-06-21 18:00:00;33;177;103
2011-06-21 19:00:00;18;99;38
2011-06-21 20:00:00;2;6;2
2011-06-22 05:00:00;1;1;1
2011-06-22 06:00:00;16;65;26
2011-06-22 07:00:00;33;155;87
2011-06-22 08:00:00;45;205;159
2011-06-22 09:00:00;51;236;229
2011-06-22 10:00:00;55;255;286
2011-06-22 11:00:00;58;264;327
2011-06-22 12:00:00;66;259;344
2011-06-22 13:00:00;70;256;346
2011-06-22 14:00:00;61;263;335
2011-06-22 15:00:00;56;258;300
2011-06-22 16:00:00;56;234;243
2011-06-22 17:00:00;48;203;172
2011-06-22 18:00:00;36;122;84
2011-06-22 19:00:00;23;74;37
2011-06-22 20:00:00;2;4;3
2011-06-23 05:00:00;1;1;1
2011-06-23 06:00:00;12;99;27
2011-06-23 07:00:00;22;208;90
2011-06-23 08:00:00;25;263;170
2011-06-23 09:00:00;27;290;244
2011-06-23 10:00:00;28;302;302
2011-06-23 11:00:00;28;308;341
2011-06-23 12:00:00;28;312;361
2011-06-23 13:00:00;30;313;365
2011-06-23 14:00:00;29;311;352
2011-06-23 15:00:00;30;299;312
2011-06-23 16:00:00;28;292;260
2011-06-23 17:00:00;27;264;187
2011-06-23 18:00:00;22;235;109
2011-06-23 19:00:00;13;153;40
2011-06-23 20:00:00;2;21;3
2011-06-26 05:00:00;1;0;1
2011-06-26 06:00:00;19;12;21
2011-06-26 07:00:00;52;62;73
2011-06-26 08:00:00;73;107;135
2011-06-26 09:00:00;133;96;203
2011-06-26 10:00:00;107;136;234
2011-06-26 11:00:00;103;197;305
2011-06-26 12:00:00;100;218;333
2011-06-26 13:00:00;151;168;333
2011-06-26 14:00:00;167;150;325
2011-06-26 15:00:00;140;99;236
2011-06-26 16:00:00;115;83;183
2011-06-26 17:00:00;87;67;131
2011-06-26 18:00:00;70;89;103
2011-06-26 19:00:00;33;36;40
2011-06-26 20:00:00;3;0;3
2011-06-27 05:00:00;0;0;0
2011-06-27 06:00:00;17;29;23
2011-06-27 07:00:00;40;113;78
2011-06-27 08:00:00;51;183;152
2011-06-27 09:00:00;55;222;226
2011-06-27 10:00:00;61;241;283
2011-06-27 11:00:00;63;254;325
2011-06-27 12:00:00;56;269;350
2011-06-27 13:00:00;54;274;353
2011-06-27 14:00:00;54;270;340
